Pokemon,Method,Location,Location Index,Time,Before Gym,Notes,AyTales Testing,Common,Uncommon,Rare,Woke AF,First Encounter,Permanent Encounter,Unique Encounter,Type 1,Type 2,Evo Types,First Stage,Evolutions,Final Evolution
Shellos,Old Rod,Azurine Cave Renovated,00129 Azurine Cave Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,,Water Ground,Y,1,
Clawitzer,Super Rod,Azurine Cave Renovated,00129 Azurine Cave Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,,,,0,Y
Crawdaunt,Super Rod,Azurine Cave Renovated,00129 Azurine Cave Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,Dark,,,0,Y
Kingler,Super Rod,Azurine Cave Renovated,00129 Azurine Cave Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,,,,0,Y
Sharpedo,Super Rod,Azurine Cave Renovated,00129 Azurine Cave Renovated,Any,016 - Adrienn,,,Deep Sea Tooth,,,,N,N,N,Water,Dark,,,0,Y
Staryu,Super Rod,Azurine Cave Renovated,00129 Azurine Cave Renovated,Any,016 - Adrienn,,,Stardust,Starpiece,,Yes,N,N,N,Water,,Water Psychic,Y,1,
Mantine,Water,Azurine Cave Renovated,00129 Azurine Cave Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,Flying,,,0,Y
Pelipper,Water,Azurine Cave Renovated,00129 Azurine Cave Renovated,Any,016 - Adrienn,,,Pretty Wing,,,,N,N,N,Water,Flying,,,0,Y
Tentacool,Water,Azurine Cave Renovated,00129 Azurine Cave Renovated,Any,016 - Adrienn,,,Poison Barb,,,,N,N,N,Water,Poison,,Y,1,
Tentacruel,Water,Azurine Cave Renovated,00129 Azurine Cave Renovated,Any,016 - Adrienn,,,Poison Barb,,,,N,N,N,Water,Poison,,,0,Y
Wingull,Water,Azurine Cave Renovated,00129 Azurine Cave Renovated,Any,016 - Adrienn,,,Pretty Wing,,,,N,N,N,Water,Flying,,Y,1,
Palossand,Cave,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,O,Spell Tag,,,,N,Y,Y,Ghost,Ground,,,0,Y
Pelipper,Cave,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,Pretty Wing,,,,N,N,N,Water,Flying,,,0,Y
Sandygast,Cave,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,O,Spell Tag,,,,N,Y,Y,Ghost,Ground,,Y,1,
Wingull,Cave,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,Pretty Wing,,,,N,N,N,Water,Flying,,Y,1,
Carvanha,Good Rod,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,Deep Sea Tooth,,,,N,N,N,Dark,Water,,Y,1,
Clauncher,Good Rod,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,,,Y,1,
Corphish,Good Rod,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,,Water Dark,Y,1,
Shellos,Old Rod,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,,Water Ground,Y,1,
Barbaracle,Rock Smash,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Rock,Water,,,0,Y
Binacle,Rock Smash,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Rock,Water,,Y,1,
Corphish,Rock Smash,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,,Water Dark,Y,1,
Geodude,Rock Smash,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,Everstone,,,,N,N,N,Rock,Ground,,Y,2,
Graveler,Rock Smash,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,Everstone,,,,N,N,N,Rock,Ground,,,1,
Kingler,Rock Smash,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,,,,0,Y
Krabby,Rock Smash,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,,,Y,1,
Shuckle,Rock Smash,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,Berry Juice,Berry Juice,Berry Juice,,N,Y,Y,Bug,Rock,,Y,-,Y
Clawitzer,Super Rod,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,,,,0,Y
Crawdaunt,Super Rod,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,Dark,,,0,Y
Kingler,Super Rod,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,,,,0,Y
Sharpedo,Super Rod,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,Deep Sea Tooth,,,,N,N,N,Water,Dark,,,0,Y
Staryu,Super Rod,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,Stardust,Starpiece,,Yes,N,N,N,Water,,Water Psychic,Y,1,
Mantine,Water,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,,,,,N,N,N,Water,Flying,,,0,Y
Pelipper,Water,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,Pretty Wing,,,,N,N,N,Water,Flying,,,0,Y
Tentacool,Water,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,Poison Barb,,,,N,N,N,Water,Poison,,Y,1,
Tentacruel,Water,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,Poison Barb,,,,N,N,N,Water,Poison,,,0,Y
Wingull,Water,Apophyll Beach Renovated,00130 Apophyll Beach Renovated,Any,016 - Adrienn,,,Pretty Wing,,,,N,N,N,Water,Flying,,Y,1,
Basculin,Super Rod,Route 4 - Revisit,00141 Route 4 - Revisit,Any,016 - Adrienn,,,Deep Sea Tooth,,,,N,N,N,Water,,,Y,-,Y
Lumineon,Super Rod,Route 4 - Revisit,00141 Route 4 - Revisit,Any,016 - Adrienn,,,,,,,N,N,N,Water,,,,0,Y
Slowpoke,Super Rod,Route 4 - Revisit,00141 Route 4 - Revisit,Any,016 - Adrienn,,,Lagging Tail,,,,N,N,N,Water,Psychic,,Y,1,
Wishiwashi,Super Rod,Route 4 - Revisit,00141 Route 4 - Revisit,Any,016 - Adrienn,,,,,,,N,N,N,Water,,,Y,-,Y
Camerupt,Cave,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Fire,Ground,,,0,Y
Darumaka,Cave,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Fire,,Psychic,Y,1,
Gastrodon,Cave,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,Ground,,,0,Y
Kecleon,Cave,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Normal,,,Y,-,Y
Noivern,Cave,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Flying,Dragon,,,0,Y
Numel,Cave,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Fire,Ground,,Y,1,
Onix,Cave,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Rock,Ground,Steel Ground,Y,1,
Panpour,Cave,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,,,Y,1,
Pansear,Cave,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Fire,,,Y,1,
Simipour,Cave,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,,,,0,Y
Simisear,Cave,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Fire,,,,0,Y
Torkoal,Cave,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,Charcoal,,,,N,N,N,Fire,,,Y,-,Y
Barboach,Good Rod,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,Ground,,Y,1,
Clauncher,Good Rod,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,,,Y,1,
Shellos,Good Rod,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,,Water Ground,Y,1,
Barboach,Old Rod,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,Ground,,Y,1,
Shellos,Old Rod,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,,Water Ground,Y,1,
Clawitzer,Super Rod,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,,,,0,Y
Gastrodon,Super Rod,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,Ground,,,0,Y
Quagsire,Super Rod,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,Ground,,,0,Y
Slowpoke,Super Rod,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,Lagging Tail,,,,N,N,N,Water,Psychic,,Y,1,
Whiscash,Super Rod,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,Ground,,,0,Y
Barboach,Water,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,Ground,,Y,1,
Gastrodon,Water,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,Ground,,,0,Y
Quagsire,Water,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,Ground,,,0,Y
Shellos,Water,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,,Water Ground,Y,1,
Whiscash,Water,Chrysolia Spring Sauna,00157 Chrysolia Spring Sauna,Any,016 - Adrienn,,,,,,,N,N,N,Water,Ground,,,0,Y
Togepi,Event,Coral Ward,00013 Coral Ward,Any,017 - Titania,"Post Railway Station, Shantytown Station, Trade Probopass Unique OT",x,,,,,N,N,Y,Fairy,,Fairy Flying,Y,2,
Litten,Event,7th Street,00064 7th Street,Any,017 - Titania,Give Archer the Silph Co. Application if part of the Aqua Gang Unique OT,x,,,,,N,Y,Y,Fire,,Fire Dark,Y,2,
Oshawott,Event,7th Street,00064 7th Street,Any,017 - Titania,Magma Gang Reward. Give Maxwell the SOLICE application Unique OT,o,,,,,N,Y,Y,Water,,,Y,2,
Absol,Event,Route 4,00078 Route 4,Night,017 - Titania,At the waterfall,x,,,,,N,N,Y,Dark,,,Y,-,Y
Goomy,Event,Water Treatment Center,00093 Water Treatment Center,Any,017 - Titania,GUM Room. Renovate Obsidian Slums and receive key from front desk.,x,,,,,Y,N,Y,Dragon,,,,2,
Gumshoos,Land,Obsidia Slums Renovated,00120 Obsidia Slums Renovated,Any,017 - Titania,,,Pecha Berry,,,,N,N,N,Normal,,,,0,Y
Primeape,Land,Obsidia Slums Renovated,00120 Obsidia Slums Renovated,Any,017 - Titania,,,,,,,N,N,N,Fighting,,,,0,Y
Watchog,Land,Obsidia Slums Renovated,00120 Obsidia Slums Renovated,Any,017 - Titania,,,,,,,N,N,N,Normal,,,,0,Y
Machop,Land,Obsidia Slums Renovated,00120 Obsidia Slums Renovated,Day,017 - Titania,,o,Focus Band,,,,N,Y,Y,Fighting,,,Y,2,
Crabrawler,Land,Obsidia Slums Renovated,00120 Obsidia Slums Renovated,"Morning, Day",017 - Titania,,,Aspear Berry,,,,N,N,N,Fighting,,Fighting Ice,Y,1,
Machoke,Land,Obsidia Slums Renovated,00120 Obsidia Slums Renovated,"Morning, Day",017 - Titania,,,Focus Band,,,,N,N,N,Fighting,,,,1,
Unfezant,Land,Obsidia Slums Renovated,00120 Obsidia Slums Renovated,"Morning, Day",017 - Titania,,,,,,,N,N,N,Normal,Flying,,,0,Y
Pancham,Land,Obsidia Slums Renovated,00120 Obsidia Slums Renovated,Night,017 - Titania,,o,Mental Herb,,,,N,Y,Y,Fighting,,Fighting Dark,Y,1,
Pangoro,Land,Obsidia Slums Renovated,00120 Obsidia Slums Renovated,Night,017 - Titania,,x,Mental Herb,,,,Y,N,Y,Fighting,Dark,,,0,Y
Tranquill,Land,Obsidia Slums Renovated,00120 Obsidia Slums Renovated,Night,017 - Titania,,,,,,,N,N,N,Normal,Flying,,,1,
Amoonguss,Event,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,Pokeball,o,,,,,N,Y,Y,Grass,Poison,,,0,Y
Chimchar,Event,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,Trade Carnivine Unique OT,x,,,,,N,Y,Y,Fire,,Fire Fighting,Y,2,
Carvanha,Good Rod,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,Deep Sea Tooth,,,,N,N,N,Dark,Water,,Y,1,
Clauncher,Good Rod,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,,,,,N,N,N,Water,,,Y,1,
Corphish,Good Rod,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,,,,,N,N,N,Water,,Water Dark,Y,1,
Burmy,Headbutt,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,,,,,N,N,N,Bug,,Bug Grass Bug Ground Bug Steel Bug Flying,Y,1,
Exeggcute,Headbutt,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,o,Magical Seed,,,,N,Y,Y,Grass,Psychic,Grass Dragon,Y,1,
Forretress,Headbutt,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,,,,,N,N,N,Bug,Steel,,,0,Y
Mothim,Headbutt,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,Silver Powder,,,,N,N,N,Bug,Flying,,,0,Y
Pineco,Headbutt,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,,,,,N,N,N,Bug,,Bug Steel,Y,1,
Wormadam,Headbutt,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,Silver Powder,,,,N,N,N,Bug,Grass,Steel Ground,,0,Y
Amoonguss,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,o,Tiny Mushroom,Big Mushroom,,,N,Y,Y,Grass,Poison,,,0,Y
Foongus,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,o,Tiny Mushroom,Big Mushroom,,,N,Y,Y,Grass,Poison,,Y,1,
Gloom,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,Absorb Bulb,,,,N,N,N,Grass,Poison,,,1,
Heracross,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,O,,,,,N,N,N,Bug,Fighting,,Y,-,Y
Palpitoad,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,o,,,,,N,Y,Y,Water,Ground,,,1,
Pinsir,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,X,,,,,N,N,N,Bug,,Bug Flying,Y,-,Y
Quagsire,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,,,,,N,N,N,Water,Ground,,,0,Y
Seismitoad,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,X,,,,,Y,N,Y,Water,Ground,,,0,Y
Vileplume,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,X,Absorb Bulb,,,,Y,N,Y,Grass,Poison,,,0,Y
Accelgor,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Day,017 - Titania,,O,,,,,N,N,N,Bug,,,,0,Y
Shelmet,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Day,017 - Titania,,,,,,,N,N,N,Bug,,,Y,1,
Yanma,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Morning,017 - Titania,,o,Wide Lens,,,,N,Y,Y,Bug,Flying,,Y,1,
Yanmega,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Morning,017 - Titania,,X,Wide Lens,,,,Y,N,Y,Bug,Flying,,,0,Y
Bulbasaur,Land,Azurine Island Renovated,00128 Azurine Island Renovated,"Morning, Day",017 - Titania,,X,,,,,N,Y,Y,Grass,Poison,,Y,2,
Gastrodon,Land,Azurine Island Renovated,00128 Azurine Island Renovated,"Morning, Day",017 - Titania,,,,,,,N,N,N,Water,Ground,,,0,Y
Shellos,Land,Azurine Island Renovated,00128 Azurine Island Renovated,"Morning, Day",017 - Titania,,,,,,,N,N,N,Water,,Water Ground,Y,1,
Wooper,Land,Azurine Island Renovated,00128 Azurine Island Renovated,"Morning, Day",017 - Titania,,o,,,,,N,Y,Y,Water,Ground,,,1,
Ariados,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Night,017 - Titania,,,,,,,N,N,N,Bug,Poison,,,0,Y
Drapion,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Night,017 - Titania,,,Poison Barb,,,,N,N,N,Poison,Dark,,,0,Y
Golbat,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Night,017 - Titania,,,,,,,N,N,N,Poison,Flying,,,1,
Parasect,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Night,017 - Titania,,,Tiny Mushroom,Big Mushroom,,,N,N,N,Bug,Grass,,,0,Y
Skorupi,Land,Azurine Island Renovated,00128 Azurine Island Renovated,Night,017 - Titania,,,Poison Barb,,,,N,N,N,Poison,Bug,Poison Dark,Y,1,
Shellos,Old Rod,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,,,,,N,N,N,Water,,Water Ground,Y,1,
Clawitzer,Super Rod,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,,,,,N,N,N,Water,,,,0,Y
Crawdaunt,Super Rod,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,,,,,N,N,N,Water,Dark,,,0,Y
Kingler,Super Rod,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,,,,,N,N,N,Water,,,,0,Y
Sharpedo,Super Rod,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,Deep Sea Tooth,,,,N,N,N,Water,Dark,,,0,Y
Staryu,Super Rod,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,Stardust,Starpiece,,Yes,N,N,N,Water,,Water Psychic,Y,1,
Mantine,Water,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,,,,,N,N,N,Water,Flying,,,0,Y
Pelipper,Water,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,Pretty Wing,,,,N,N,N,Water,Flying,,,0,Y
Tentacool,Water,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,Poison Barb,,,,N,N,N,Water,Poison,,Y,1,
Tentacruel,Water,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,Poison Barb,,,,N,N,N,Water,Poison,,,0,Y
Wingull,Water,Azurine Island Renovated,00128 Azurine Island Renovated,Any,017 - Titania,,,Pretty Wing,,,,N,N,N,Water,Flying,,Y,1,
Aggron,Cave,Underground Railnet Renovated,00155 Underground Railnet Renovated,Any,017 - Titania,,x,Hard Stone,,,,Y,N,Y,Steel,Rock,,,0,Y
Aron,Cave,Underground Railnet Renovated,00155 Underground Railnet Renovated,Any,017 - Titania,,o,,,,,N,Y,Y,Steel,Rock,Steel,Y,2,
Geodude,Cave,Underground Railnet Renovated,00155 Underground Railnet Renovated,Any,017 - Titania,,,Everstone,,,,N,N,N,Rock,Ground,,Y,2,
Graveler,Cave,Underground Railnet Renovated,00155 Underground Railnet Renovated,Any,017 - Titania,,,Everstone,,,,N,N,N,Rock,Ground,,,1,
Klang,Cave,Underground Railnet Renovated,00155 Underground Railnet Renovated,Any,017 - Titania,,,,,,Yes,N,N,N,Steel,,,,1,
Klink,Cave,Underground Railnet Renovated,00155 Underground Railnet Renovated,Any,017 - Titania,,,,,,Yes,N,N,N,Steel,,,Y,2,
Klinklang,Cave,Underground Railnet Renovated,00155 Underground Railnet Renovated,Any,017 - Titania,,,,,,Yes,N,N,N,Steel,,,,0,Y
Lairon,Cave,Underground Railnet Renovated,00155 Underground Railnet Renovated,Any,017 - Titania,,x,Hard Stone,,,,Y,N,Y,Steel,Rock,,,1,
Mawile,Cave,Underground Railnet Renovated,00155 Underground Railnet Renovated,Any,017 - Titania,,,Iron Ball,,,,N,N,N,Steel,Fairy,,Y,-,Y
Noibat,Cave,Underground Railnet Renovated,00155 Underground Railnet Renovated,Any,017 - Titania,,,,,,,N,N,N,Flying,Dragon,,Y,1,
Noivern,Cave,Underground Railnet Renovated,00155 Underground Railnet Renovated,Any,017 - Titania,,,,,,,N,N,N,Flying,Dragon,,,0,Y
Skorupi,Cave,Underground Railnet Renovated,00155 Underground Railnet Renovated,Any,017 - Titania,,,Poison Barb,,,,N,N,N,Poison,Bug,Poison Dark,Y,1,
Stunky,Cave,Underground Railnet Renovated,00155 Underground Railnet Renovated,Any,017 - Titania,,,,,,,N,N,N,Poison,Dark,,Y,1,
Woobat,Cave,Underground Railnet Renovated,00155 Underground Railnet Renovated,Any,017 - Titania,,,,,,,N,N,N,Psychic,Flying,,Y,1,
Cacturne,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,x,Sticky Barb,,,,Y,N,Y,Grass,Dark,,,0,Y
Darmanitan,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,O,,,,,Y,N,Y,Fire,,Psychic,,0,Y
Drapion,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,Poison Barb,,,,N,N,N,Poison,Dark,,,0,Y
Dugtrio,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,Soft Sand,,,,N,N,N,Ground,,,,0,Y
Excadrill,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,X,,,,,Y,N,Y,Ground,Steel,,,0,Y
Flygon,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,x,,,,,Y,N,Y,Ground,Dragon,,,0,Y
Gliscor,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,X,,,,,N,N,N,Ground,Flying,,,0,Y
Heliolisk,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,X,,,,,Y,N,Y,Electric,Normal,,,0,Y
Hippowdon,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,X,,,,,Y,N,Y,Ground,,,,0,Y
Krookodile,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,X,Black Glasses,,,,Y,N,Y,Ground,Dark,,,0,Y
Lairon,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,Hard Stone,,,,N,N,N,Steel,Rock,,,1,
Lycanroc,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,x,,,,,Y,N,Y,Rock,,,,0,Y
Mandibuzz,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,x,,,,,Y,N,Y,Dark,Flying,,,0,Y
Maractus,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,X,Miracle Seed,,,,N,N,N,Grass,,,Y,-,Y
Marowak,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,o,Thick Club,,,,N,Y,Y,Ground,,,,0,Y
Sandslash,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,Grip Claw,,,,N,N,N,Ground,,,,0,Y
Scrafty,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,O,Shed Shell,,,,Y,N,Y,Dark,Fighting,,,0,Y
Skarmory,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,x,Metal Coat,,,,Y,N,Y,Steel,Flying,,Y,-,Y
Vibrava,Cave,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,x,,,,,Y,N,Y,Ground,Dragon,,,1,
Alolan Exeggutor,Event,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,x,,,,,Y,N,Y,Grass,Dragon,,,0,Y
Grimer,Good Rod,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,Black Sludge,,,,N,N,N,Poison,,,Y,1,
Muk,Good Rod,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,Black Sludge,,,,N,N,N,Poison,,,,0,Y
Grimer,Old Rod,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,Black Sludge,,,,N,N,N,Poison,,,Y,1,
Bruxish,Super Rod,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,Razor Fang,,,,N,N,N,Water,Psychic,,Y,-,Y
Gastrodon,Super Rod,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,,,,,N,N,N,Water,Ground,,,0,Y
Muk,Super Rod,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,Black Sludge,,,,N,N,N,Poison,,,,0,Y
Phione,Super Rod,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,x,,,,Yes,Y,N,Y,Water,,,Y,-,Y
Shellos,Super Rod,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,,,,,N,N,N,Water,,Water Ground,Y,1,
Gliscor,Water,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,,,,,N,N,N,Ground,Flying,,,0,Y
Mandibuzz,Water,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,,,,,Y,N,Y,Dark,Flying,,,0,Y
Sigilyph,Water,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,,,,,N,N,Y,Psychic,Flying,,Y,-,Y
Skarmory,Water,Tourmaline Desert,00165 Tourmaline Desert,Any,017 - Titania,,,Metal Coat,,,,Y,N,N,Steel,Flying,,Y,-,Y
Alolan Marowak,Cave,Mirage Tower,00166 Mirage Tower,Any,017 - Titania,B1F,x,,,,,Y,N,Y,Fire,Ghost,,,0,Y
Banette,Cave,Mirage Tower,00166 Mirage Tower,Any,017 - Titania,B1F,,Spell Tag,,,,N,N,N,Ghost,,,,0,Y
Cofagrigus,Cave,Mirage Tower,00166 Mirage Tower,Any,017 - Titania,B1F,,Spell Tag,,,,N,N,N,Ghost,,,,0,Y
